text,label
Use OTP 529696 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
Your broadband bill for account 9299 is due on 30-05-2026. Avoid late payment charges by paying Rs.149 now.,ham
"Dear User, your reward points worth Rs.1,999 are expiring today. Convert points to cash now by visiting: paytm-cashback-reward.com",spam
India Post Alert: Your parcel has arrived at the sorting hub but address is missing. Please update details within 12 hours here: tinyurl.com/sbi-netsecure,spam
"Crypto Alert: Bitcoin is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: paytm-cashback-reward.com",spam
"Dear BOB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: verify-hdfc-pan.in or your card will be permanently suspended.",spam
"Good News! Your loan of Rs.5,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: indiahrms-telegram.co",spam
Your premium for LIC policy 4600 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: bit.ly/update-kyc-now,spam
Your Blinkit order is packed and out for delivery. Your delivery executive Vikram (+91 74145 63700) will reach you in 9 minutes.,ham
"Alert: Rs.15,000 debited from your BOB A/c ending 8036 on 20-05-2026 towards UPI-PhonePe ref no 712849803537. Bal: Rs.12,850.00.",ham
"Transaction Alert: Your BOB Credit Card ending 1433 was used at Amazon India for Rs.599 on Today. If not done by you, call +91 97178 70321.",ham
"Dear BOB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: bit.ly/update-kyc-now or your card will be permanently suspended.",spam
Your Myntra package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: verify-hdfc-pan.in,spam
Alert! Your SBI debit card is blocked. Kindly click on icici-security-alert.net to update your KYC and resume services immediately.,spam
"Transaction Alert: Your PNB Credit Card ending 8404 was used at D-Mart for Rs.599 on Today. If not done by you, call +91 92755 60940.",ham
"Dear customer, your DHL shipment tracking 5785 requires a nominal custom duty fee of Rs.45 to be released. Pay now: tinyurl.com/sbi-netsecure",spam
"Dear User, your reward points worth Rs.2,500 are expiring today. Convert points to cash now by visiting: shorturl.at/xyz78",spam
"Transaction Alert: Your Kotak Credit Card ending 5561 was used at D-Mart for Rs.599 on 18-05-2026. If not done by you, call +91 96394 53100.",ham
Use OTP 727395 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
Your Flipkart package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: paytm-cashback-reward.com,spam
"Do not share! OTP for your transaction of Rs.499 on BOB is 158654. If you did not do this, call customer care immediately at +91 78328 32920 or stop it via verify-hdfc-pan.in",spam
"Dear Customer, your EMI of Rs.10,000 for loan account ending 7417 is overdue. Pay immediately via tinyurl.com/sbi-netsecure to avoid court notice and legal action.",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Ramesh (+91 70907 76678) will reach you in 9 minutes.,ham
"Dear customer, your KYC update for Amazon Pay is pending. Your wallet will be deactivated today. To complete verification, open: delivery-address-update.in",spam
"Dear customer, your KYC update for Google Pay is pending. Your wallet will be deactivated today. To complete verification, open: delivery-address-update.in",spam
Delivered: Your Swiggy order from Burger King has been delivered by our rider. Hope you enjoy your meal!,ham
"Dear Customer, your monthly statement for ICICI Credit Card ending 1246 is generated. Total Due: Rs.599, Due Date: 30-05-2026.",ham
"You have a pending received request of Rs.5,000 on PhonePe from Airtel Offer. Click link to accept money: tinyurl.com/sbi-netsecure",spam
Use OTP 320929 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
India Post Alert: Your parcel has arrived at the sorting hub but address is missing. Please update details within 12 hours here: paytm-cashback-reward.com,spam
"Dear Customer, Your A/c ending 7207 has been credited with Rs.4,500 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.4,320.50.",ham
"Transaction Alert: Your PNB Credit Card ending 5279 was used at D-Mart for Rs.4,500 on 18-05-2026. If not done by you, call +91 71675 85949.",ham
URGENT: Your ICICI NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit delivery-address-update.in,spam
Alert! Your Axis Bank debit card is blocked. Kindly click on tinyurl.com/sbi-netsecure to update your KYC and resume services immediately.,spam
"Alert: Rs.599 debited from your HDFC A/c ending 7739 on 20-05-2026 towards UPI-Cred ref no 613225340750. Bal: Rs.1,450.10.",ham
"Alert: Rs.15,000 debited from your ICICI A/c ending 4853 on 19-05-2026 towards UPI-Google Pay ref no 858611951471. Bal: Rs.1,450.10.",ham
"Do not share! OTP for your transaction of Rs.1,999 on ICICI is 349745. If you did not do this, call customer care immediately at +91 82675 75233 or stop it via delivery-address-update.in",spam
Your broadband bill for account 2387 is due on 05-06-2026. Avoid late payment charges by paying Rs.599 now.,ham
"Urgent: Pre-approved instant credit line of Rs.50,000 is ready for you. No documentation required. Click to withdraw: delivery-address-update.in",spam
Hi! Your order from Meesho containing your items has been dispatched and will be delivered today by India Post. Track here: delhivery.com/track,ham
"You have a pending received request of Rs.5,000 on Amazon Pay from Airtel Offer. Click link to accept money: linktr.ee/kbc-draw",spam
"Dear Customer, bill for your electricity consumer account 8519 has been generated. Amount Due: Rs.599. Due Date: 25-05-2026. Pay via your banking app.",ham
"Alert: Rs.4,500 debited from your Axis Bank A/c ending 6835 on 18-05-2026 towards UPI-PhonePe ref no 613613627783. Bal: Rs.12,850.00.",ham
"Dear winner, your mobile number has selected for Rs 75 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 89201 45413 or visit icici-security-alert.net",spam
"Urgent: Pre-approved instant credit line of Rs.50,000 is ready for you. No documentation required. Click to withdraw: paytm-cashback-reward.com",spam
"Success! Your recharge of Rs.149 for Jio mobile +91 88509 97177 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Your broadband bill for account 8321 is due on 30-05-2026. Avoid late payment charges by paying Rs.149 now.,ham
Your Meesho package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: paytm-cashback-reward.com,spam
"Dear Customer, bill for your electricity consumer account 9944 has been generated. Amount Due: Rs.149. Due Date: 25-05-2026. Pay via your banking app.",ham
Delivered: Your Zomato order from KFC has been delivered by our rider. Hope you enjoy your meal!,ham
Part-time job offer: Like YouTube videos and earn Rs 50 per video. Daily payout up to Rs 5000. Join the official group now: tinyurl.com/sbi-netsecure,spam
Crypto Alert: Ethereum is surging! Get 499 tokens free as a sign-up bonus today only. Claim your wallet here: linktr.ee/kbc-draw,spam
Hi! Your order from Amazon containing your items has been dispatched and will be delivered today by BlueDart. Track here: swiggy.com/orders,ham
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: bit.ly/update-kyc-now,spam
"You have a pending received request of Rs.5,000 on GPay from Airtel Offer. Click link to accept money: tinyurl.com/sbi-netsecure",spam
"Crypto Alert: Solana is surging! Get 10,000 tokens free as a sign-up bonus today only. Claim your wallet here: linktr.ee/kbc-draw",spam
"Dear customer, your KYC update for Paytm is pending. Your wallet will be deactivated today. To complete verification, open: pnb-kyc-verification.org",spam
Your verification code for WhatsApp is 804908. Team WhatsApp will never call or SMS you asking for this code.,ham
"Dear User, your reward points worth Rs.1,999 are expiring today. Convert points to cash now by visiting: icici-security-alert.net",spam
"Your broadband bill for account 9234 is due on 25-05-2026. Avoid late payment charges by paying Rs.15,000 now.",ham
"Success! Your recharge of Rs.599 for Jio mobile +91 79472 84896 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Dear Customer, your monthly statement for SBI Credit Card ending 1404 is generated. Total Due: Rs.4,500, Due Date: 30-05-2026.",ham
"Alert: Rs.4,500 debited from your Canara Bank A/c ending 6441 on Today towards UPI-PhonePe ref no 660975856204. Bal: Rs.1,450.10.",ham
Your Meesho package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: bit.ly/update-kyc-now,spam
Your broadband bill for account 1309 is due on 05-06-2026. Avoid late payment charges by paying Rs.599 now.,ham
"Dear User, your reward points worth Rs.499 are expiring today. Convert points to cash now by visiting: icici-security-alert.net",spam
"Your broadband bill for account 3453 is due on 30-05-2026. Avoid late payment charges by paying Rs.15,000 now.",ham
Use OTP 891821 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear Customer, Your A/c ending 1917 has been credited with Rs.599 on Today by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
Your verification code for LinkedIn is 343954. Team LinkedIn will never call or SMS you asking for this code.,ham
"Dear Customer, your EMI of Rs.10,000 for loan account ending 6510 is overdue. Pay immediately via icici-security-alert.net to avoid court notice and legal action.",spam
"Dear Customer, Your A/c ending 8087 has been credited with Rs.149 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.12,850.00.",ham
Your verification code for GitHub is 888734. Team GitHub will never call or SMS you asking for this code.,ham
Hi! Your order from Meesho containing your items has been dispatched and will be delivered today by DTDC. Track here: delhivery.com/track,ham
"Dear winner, your mobile number has selected for Rs 25 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 76765 98018 or visit icici-security-alert.net",spam
"Dear Customer, bill for your electricity consumer account 2762 has been generated. Amount Due: Rs.15,000. Due Date: 25-05-2026. Pay via your banking app.",ham
"Dear Customer, your EMI of Rs.10,000 for loan account ending 4796 is overdue. Pay immediately via shorturl.at/xyz78 to avoid court notice and legal action.",spam
"Transaction Alert: Your Kotak Credit Card ending 6870 was used at MakeMyTrip for Rs.599 on 19-05-2026. If not done by you, call +91 97941 98544.",ham
"Dear customer, your DHL shipment tracking 8147 requires a nominal custom duty fee of Rs.45 to be released. Pay now: indiahrms-telegram.co",spam
"Do not share! OTP for your transaction of Rs.10,000 on SBI is 720252. If you did not do this, call customer care immediately at +91 95238 82372 or stop it via indiahrms-telegram.co",spam
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by India Post. Track here: delhivery.com/track,ham
"Congratulations! You have won a cashback reward of Rs.2,500 from GPay. Click to claim directly into your bank account: indiahrms-telegram.co",spam
"Dear customer, your KYC update for Google Pay is pending. Your wallet will be deactivated today. To complete verification, open: tinyurl.com/sbi-netsecure",spam
"Dear Customer, your monthly statement for BOB Credit Card ending 1792 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
"Dear Customer, your EMI of Rs.10,000 for loan account ending 2693 is overdue. Pay immediately via tinyurl.com/sbi-netsecure to avoid court notice and legal action.",spam
Use OTP 139530 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
Your Blinkit order is packed and out for delivery. Your delivery executive Vikram (+91 82637 98091) will reach you in 9 minutes.,ham
"Dear customer, your DHL shipment tracking 7878 requires a nominal custom duty fee of Rs.45 to be released. Pay now: indiahrms-telegram.co",spam
Your premium for LIC policy 7260 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: pnb-kyc-verification.org,spam
"Good News! Your loan of Rs.5,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: delivery-address-update.in",spam
"Dear customer, your KYC update for PhonePe is pending. Your wallet will be deactivated today. To complete verification, open: verify-hdfc-pan.in",spam
"Urgent: Pre-approved instant credit line of Rs.50,000 is ready for you. No documentation required. Click to withdraw: shorturl.at/xyz78",spam
"Dear Customer, your monthly statement for ICICI Credit Card ending 6357 is generated. Total Due: Rs.1,250, Due Date: 25-05-2026.",ham
"Do not share! OTP for your transaction of Rs.5,000 on Axis Bank is 700276. If you did not do this, call customer care immediately at +91 85530 46874 or stop it via paytm-cashback-reward.com",spam
Use OTP 472934 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Do not share! OTP for your transaction of Rs.2,500 on PNB is 155149. If you did not do this, call customer care immediately at +91 96285 26474 or stop it via pnb-kyc-verification.org",spam
"Dear Customer, bill for your electricity consumer account 7793 has been generated. Amount Due: Rs.15,000. Due Date: 05-06-2026. Pay via your banking app.",ham
"Dear PNB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: icici-security-alert.net or your card will be permanently suspended.",spam
"Your broadband bill for account 6457 is due on 30-05-2026. Avoid late payment charges by paying Rs.4,500 now.",ham
"Alert: Rs.149 debited from your Kotak A/c ending 3347 on 19-05-2026 towards UPI-Paytm ref no 666538100246. Bal: Rs.1,450.10.",ham
"Congratulations! You have won a cashback reward of Rs.5,000 from Paytm. Click to claim directly into your bank account: shorturl.at/xyz78",spam
"Success! Your recharge of Rs.149 for Jio mobile +91 96944 81397 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"You have a pending received request of Rs.2,500 on Google Pay from Airtel Offer. Click link to accept money: indiahrms-telegram.co",spam
"Dear Customer, Your A/c ending 3402 has been credited with Rs.1,250 on 20-05-2026 by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
Your Blinkit order is packed and out for delivery. Your delivery executive Amit (+91 89375 66351) will reach you in 9 minutes.,ham
Hi! Your order from Amazon containing your items has been dispatched and will be delivered today by BlueDart. Track here: delhivery.com/track,ham
"Alert: Rs.149 debited from your BOB A/c ending 9484 on 19-05-2026 towards UPI-Google Pay ref no 768489212056. Bal: Rs.12,850.00.",ham
Use OTP 982167 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"You have a pending received request of Rs.10,000 on Amazon Pay from Airtel Offer. Click link to accept money: verify-hdfc-pan.in",spam
"Dear Customer, Your A/c ending 8149 has been credited with Rs.599 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
"Congratulations! You have won a cashback reward of Rs.10,000 from Cred. Click to claim directly into your bank account: pnb-kyc-verification.org",spam
166728 is the OTP for login into your Cred account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Dear PNB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: paytm-cashback-reward.com or your card will be permanently suspended.",spam
Use OTP 604468 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
Use OTP 139889 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Beta, did you reach college? Call me when you get free time. I have sent the groceries list on WhatsApp.",ham
"Dear Customer, Your A/c ending 4478 has been credited with Rs.1,250 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
386132 is the OTP for login into your Cred account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Do not share! OTP for your transaction of Rs.5,000 on SBI is 756634. If you did not do this, call customer care immediately at +91 92009 10620 or stop it via indiahrms-telegram.co",spam
"Dear Customer, Your A/c ending 7490 has been credited with Rs.1,250 on 20-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Dear customer, your KYC update for Amazon Pay is pending. Your wallet will be deactivated today. To complete verification, open: paytm-cashback-reward.com",spam
"Dear customer, your DHL shipment tracking 8127 requires a nominal custom duty fee of Rs.45 to be released. Pay now: pnb-kyc-verification.org",spam
Use OTP 327215 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Success! Your recharge of Rs.599 for Jio mobile +91 98213 56393 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Success! Your recharge of Rs.149 for Jio mobile +91 72563 23667 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by Delhivery. Track here: zomato.link/t,ham
741964 is the OTP for login into your Paytm account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
Your verification code for Vercel is 934153. Team Vercel will never call or SMS you asking for this code.,ham
"Success! Your recharge of Rs.15,000 for Jio mobile +91 81205 59957 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Your Blinkit order is packed and out for delivery. Your delivery executive Ramesh (+91 79050 64131) will reach you in 9 minutes.,ham
"Dear Customer, your monthly statement for Canara Bank Credit Card ending 8287 is generated. Total Due: Rs.149, Due Date: 05-06-2026.",ham
"Dear Customer, your EMI of Rs.5,000 for loan account ending 4900 is overdue. Pay immediately via verify-hdfc-pan.in to avoid court notice and legal action.",spam
"Alert: Rs.1,250 debited from your Axis Bank A/c ending 7750 on Today towards UPI-Google Pay ref no 694765704439. Bal: Rs.4,320.50.",ham
"Dear Customer, bill for your electricity consumer account 9149 has been generated. Amount Due: Rs.149. Due Date: 30-05-2026. Pay via your banking app.",ham
Crypto Alert: Solana is surging! Get 499 tokens free as a sign-up bonus today only. Claim your wallet here: verify-hdfc-pan.in,spam
Your verification code for Vercel is 567880. Team Vercel will never call or SMS you asking for this code.,ham
"Dear customer, your KYC update for Cred is pending. Your wallet will be deactivated today. To complete verification, open: indiahrms-telegram.co",spam
418981 is the OTP for login into your Paytm account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Dear customer, your KYC update for Cred is pending. Your wallet will be deactivated today. To complete verification, open: icici-security-alert.net",spam
Your broadband bill for account 5289 is due on 30-05-2026. Avoid late payment charges by paying Rs.599 now.,ham
"Congratulations! You have won a cashback reward of Rs.1,999 from Amazon Pay. Click to claim directly into your bank account: paytm-cashback-reward.com",spam
Alert! Your ICICI debit card is blocked. Kindly click on pnb-kyc-verification.org to update your KYC and resume services immediately.,spam
Your premium for LIC policy 3565 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: delivery-address-update.in,spam
Your broadband bill for account 9899 is due on 30-05-2026. Avoid late payment charges by paying Rs.149 now.,ham
Hi! Your order from Meesho containing your items has been dispatched and will be delivered today by DTDC. Track here: jio.com/recharge,ham
"Dear Customer, your monthly statement for Axis Bank Credit Card ending 7664 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
"Dear Customer, your monthly statement for BOB Credit Card ending 6000 is generated. Total Due: Rs.15,000, Due Date: 25-05-2026.",ham
Your Blinkit order is packed and out for delivery. Your delivery executive Rahul (+91 81361 22198) will reach you in 9 minutes.,ham
702950 is the OTP for login into your PhonePe account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Dear Customer, your EMI of Rs.10,000 for loan account ending 4368 is overdue. Pay immediately via shorturl.at/xyz78 to avoid court notice and legal action.",spam
"Dear Kotak Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: icici-security-alert.net or your card will be permanently suspended.",spam
Your Meesho package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: indiahrms-telegram.co,spam
Your verification code for Google is 993358. Team Google will never call or SMS you asking for this code.,ham
Your premium for LIC policy 1394 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: verify-hdfc-pan.in,spam
Use OTP 343682 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear Customer, bill for your electricity consumer account 9981 has been generated. Amount Due: Rs.1,250. Due Date: 30-05-2026. Pay via your banking app.",ham
"Security Update: A login attempt was detected on your PhonePe profile from a new device. If this wasn't you, secure your account instantly by verifying here: paytm-cashback-reward.com",spam
"Success! Your recharge of Rs.4,500 for Jio mobile +91 93601 69954 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Dear Customer, Your A/c ending 3042 has been credited with Rs.599 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
Your premium for LIC policy 4267 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: icici-security-alert.net,spam
Your verification code for Google is 700648. Team Google will never call or SMS you asking for this code.,ham
"Dear BOB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: indiahrms-telegram.co or your card will be permanently suspended.",spam
"Success! Your recharge of Rs.599 for Jio mobile +91 78056 24048 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Dear Customer, your monthly statement for PNB Credit Card ending 5343 is generated. Total Due: Rs.149, Due Date: 05-06-2026.",ham
Your Amazon package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: icici-security-alert.net,spam
"Dear Customer, your monthly statement for SBI Credit Card ending 2901 is generated. Total Due: Rs.1,250, Due Date: 30-05-2026.",ham
Use OTP 550612 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear Customer, Your A/c ending 1943 has been credited with Rs.4,500 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
"Dear User, your reward points worth Rs.2,500 are expiring today. Convert points to cash now by visiting: linktr.ee/kbc-draw",spam
"Dear Customer, your monthly statement for SBI Credit Card ending 7760 is generated. Total Due: Rs.4,500, Due Date: 30-05-2026.",ham
"Good News! Your loan of Rs.5,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: tinyurl.com/sbi-netsecure",spam
"Good News! Your loan of Rs.50,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: paytm-cashback-reward.com",spam
"Dear Canara Bank Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: shorturl.at/xyz78 or your card will be permanently suspended.",spam
"Your broadband bill for account 6118 is due on 25-05-2026. Avoid late payment charges by paying Rs.1,250 now.",ham
"Good News! Your loan of Rs.5,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: pnb-kyc-verification.org",spam
"Dear Customer, Your A/c ending 6301 has been credited with Rs.4,500 on Today by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Alert: Rs.149 debited from your BOB A/c ending 4882 on Today towards UPI-Google Pay ref no 898437860000. Bal: Rs.4,320.50.",ham
"Crypto Alert: Ethereum is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: paytm-cashback-reward.com",spam
Alert! Your Kotak debit card is blocked. Kindly click on paytm-cashback-reward.com to update your KYC and resume services immediately.,spam
Your verification code for Google is 351049. Team Google will never call or SMS you asking for this code.,ham
"Dear Customer, your monthly statement for SBI Credit Card ending 2583 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
"Dear customer, your KYC update for Google Pay is pending. Your wallet will be deactivated today. To complete verification, open: icici-security-alert.net",spam
"Dear Customer, your EMI of Rs.1,999 for loan account ending 1921 is overdue. Pay immediately via shorturl.at/xyz78 to avoid court notice and legal action.",spam
"Dear customer, your DHL shipment tracking 9827 requires a nominal custom duty fee of Rs.45 to be released. Pay now: icici-security-alert.net",spam
"Do not share! OTP for your transaction of Rs.10,000 on Kotak is 391524. If you did not do this, call customer care immediately at +91 85949 18626 or stop it via delivery-address-update.in",spam
"Dear Customer, your EMI of Rs.5,000 for loan account ending 4008 is overdue. Pay immediately via shorturl.at/xyz78 to avoid court notice and legal action.",spam
"Dear Customer, your monthly statement for ICICI Credit Card ending 6605 is generated. Total Due: Rs.599, Due Date: 05-06-2026.",ham
"Your broadband bill for account 2529 is due on 05-06-2026. Avoid late payment charges by paying Rs.15,000 now.",ham
"Alert: Rs.15,000 debited from your ICICI A/c ending 8539 on 18-05-2026 towards UPI-GPay ref no 697780174950. Bal: Rs.12,850.00.",ham
"Security Update: A login attempt was detected on your GPay profile from a new device. If this wasn't you, secure your account instantly by verifying here: bit.ly/update-kyc-now",spam
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: paytm-cashback-reward.com,spam
Use OTP 592753 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
Your Blinkit order is packed and out for delivery. Your delivery executive Amit (+91 82705 43926) will reach you in 9 minutes.,ham
Delivered: Your Swiggy order from Haldirams has been delivered by our rider. Hope you enjoy your meal!,ham
Your Amazon package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: tinyurl.com/sbi-netsecure,spam
"Dear Customer, bill for your electricity consumer account 6435 has been generated. Amount Due: Rs.1,250. Due Date: 05-06-2026. Pay via your banking app.",ham
"Do not share! OTP for your transaction of Rs.499 on SBI is 887939. If you did not do this, call customer care immediately at +91 70562 44777 or stop it via shorturl.at/xyz78",spam
"Alert: Rs.15,000 debited from your ICICI A/c ending 3281 on 18-05-2026 towards UPI-PhonePe ref no 867240928884. Bal: Rs.84,100.25.",ham
Your Blinkit order is packed and out for delivery. Your delivery executive Amit (+91 85983 37901) will reach you in 9 minutes.,ham
155471 is the OTP for login into your Cred account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Scratch card won! You received Rs.1,999 cashback on your recent transaction. Tap here to transfer to your account: verify-hdfc-pan.in",spam
"Do not share! OTP for your transaction of Rs.2,500 on SBI is 376260. If you did not do this, call customer care immediately at +91 90509 15857 or stop it via pnb-kyc-verification.org",spam
"Dear Customer, your EMI of Rs.1,999 for loan account ending 8267 is overdue. Pay immediately via icici-security-alert.net to avoid court notice and legal action.",spam
"Dear PNB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: indiahrms-telegram.co or your card will be permanently suspended.",spam
Your verification code for LinkedIn is 927446. Team LinkedIn will never call or SMS you asking for this code.,ham
Can you please send me the project update Excel sheet by EOD? Client needs it for tomorrow's review call. Thanks.,ham
"Hi all, please note that the team sync meeting has been rescheduled to 4:00 PM today. Please join via the calendar invite link.",ham
"Dear winner, your mobile number has selected for Rs 75 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 96228 35846 or visit pnb-kyc-verification.org",spam
"Alert: Rs.15,000 debited from your Canara Bank A/c ending 7637 on 19-05-2026 towards UPI-Paytm ref no 622026594250. Bal: Rs.12,850.00.",ham
"Alert: Rs.599 debited from your PNB A/c ending 3326 on 18-05-2026 towards UPI-PhonePe ref no 750940228339. Bal: Rs.4,320.50.",ham
"Scratch card won! You received Rs.2,500 cashback on your recent transaction. Tap here to transfer to your account: indiahrms-telegram.co",spam
"Your broadband bill for account 5395 is due on 05-06-2026. Avoid late payment charges by paying Rs.1,250 now.",ham
"Dear Customer, Your A/c ending 4250 has been credited with Rs.1,250 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Transaction Alert: Your SBI Credit Card ending 4955 was used at Shell Petrol Pump for Rs.4,500 on 19-05-2026. If not done by you, call +91 70412 12800.",ham
"Dear User, your reward points worth Rs.1,999 are expiring today. Convert points to cash now by visiting: verify-hdfc-pan.in",spam
"Success! Your recharge of Rs.15,000 for Jio mobile +91 88134 34983 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Alert! Your ICICI debit card is blocked. Kindly click on linktr.ee/kbc-draw to update your KYC and resume services immediately.,spam
"Congratulations! You have won a cashback reward of Rs.10,000 from Google Pay. Click to claim directly into your bank account: indiahrms-telegram.co",spam
Congratulations! You have won a cashback reward of Rs.499 from PhonePe. Click to claim directly into your bank account: pnb-kyc-verification.org,spam
Alert! Your Axis Bank debit card is blocked. Kindly click on shorturl.at/xyz78 to update your KYC and resume services immediately.,spam
"Dear customer, your DHL shipment tracking 7696 requires a nominal custom duty fee of Rs.45 to be released. Pay now: linktr.ee/kbc-draw",spam
Your verification code for Vercel is 220174. Team Vercel will never call or SMS you asking for this code.,ham
Your broadband bill for account 8018 is due on 25-05-2026. Avoid late payment charges by paying Rs.599 now.,ham
Your premium for LIC policy 8003 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: indiahrms-telegram.co,spam
"Dear Customer, Your A/c ending 3645 has been credited with Rs.4,500 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.12,850.00.",ham
Hi! Your order from Flipkart containing your items has been dispatched and will be delivered today by BlueDart. Track here: flipkart.com/track,ham
Your Ajio package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: icici-security-alert.net,spam
Use OTP 297042 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Transaction Alert: Your ICICI Credit Card ending 3132 was used at MakeMyTrip for Rs.15,000 on 19-05-2026. If not done by you, call +91 89832 98076.",ham
Your broadband bill for account 4900 is due on 25-05-2026. Avoid late payment charges by paying Rs.149 now.,ham
"Scratch card won! You received Rs.10,000 cashback on your recent transaction. Tap here to transfer to your account: paytm-cashback-reward.com",spam
Alert! Your BOB debit card is blocked. Kindly click on icici-security-alert.net to update your KYC and resume services immediately.,spam
295919 is the OTP for login into your Google Pay account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
